sex,age,citizen,educd,region,n
female,82,naturalized citizen,professional degree beyond a bachelor's degree,middle atlantic division,1
female,82,naturalized citizen,professional degree beyond a bachelor's degree,east north central div,2
female,82,naturalized citizen,professional degree beyond a bachelor's degree,south atlantic division,4
female,82,naturalized citizen,professional degree beyond a bachelor's degree,west south central div,3
female,82,naturalized citizen,professional degree beyond a bachelor's degree,mountain division,1
female,82,naturalized citizen,professional degree beyond a bachelor's degree,pacific division,2
female,82,naturalized citizen,doctoral degree,middle atlantic division,4
female,82,naturalized citizen,doctoral degree,east north central div,1
female,82,naturalized citizen,doctoral degree,south atlantic division,3
female,82,naturalized citizen,doctoral degree,pacific division,3
female,83,born abroad of american parents,grade 3,middle atlantic division,1
female,83,born abroad of american parents,grade 3,pacific division,1
female,83,born abroad of american parents,grade 4,west south central div,1
female,83,born abroad of american parents,grade 5,south atlantic division,1
female,83,born abroad of american parents,grade 8,new england division,2
female,83,born abroad of american parents,"12th grade, no diploma",pacific division,1
female,83,born abroad of american parents,regular high school diploma,middle atlantic division,2
female,83,born abroad of american parents,regular high school diploma,east north central div,2
female,83,born abroad of american parents,regular high school diploma,south atlantic division,2
female,83,born abroad of american parents,regular high school diploma,pacific division,1
female,83,born abroad of american parents,ged or alternative credential,new england division,1
female,83,born abroad of american parents,ged or alternative credential,middle atlantic division,1
female,83,born abroad of american parents,"some college, but less than 1 year",middle atlantic division,1
female,83,born abroad of american parents,"some college, but less than 1 year",east north central div,1
female,83,born abroad of american parents,"some college, but less than 1 year",pacific division,1
female,83,born abroad of american parents,"1 or more years of college credit, no degree",middle atlantic division,1
female,83,born abroad of american parents,"1 or more years of college credit, no degree",east north central div,1
female,83,born abroad of american parents,"1 or more years of college credit, no degree",south atlantic division,2
female,83,born abroad of american parents,"1 or more years of college credit, no degree",west south central div,1
female,83,born abroad of american parents,"1 or more years of college credit, no degree",pacific division,1
female,83,born abroad of american parents,bachelor's degree,middle atlantic division,2
female,83,born abroad of american parents,bachelor's degree,south atlantic division,1
female,83,born abroad of american parents,bachelor's degree,mountain division,2
female,83,born abroad of american parents,bachelor's degree,pacific division,1
female,83,born abroad of american parents,master's degree,south atlantic division,1
female,83,born abroad of american parents,master's degree,pacific division,1
female,83,born abroad of american parents,professional degree beyond a bachelor's degree,middle atlantic division,1
female,83,naturalized citizen,no schooling completed,new england division,3
female,83,naturalized citizen,no schooling completed,middle atlantic division,19
female,83,naturalized citizen,no schooling completed,east north central div,6
female,83,naturalized citizen,no schooling completed,south atlantic division,13
female,83,naturalized citizen,no schooling completed,east south central div,1
female,83,naturalized citizen,no schooling completed,west south central div,5
female,83,naturalized citizen,no schooling completed,mountain division,2
female,83,naturalized citizen,no schooling completed,pacific division,41
female,83,naturalized citizen,"nursery school, preschool",south atlantic division,1
female,83,naturalized citizen,grade 1,middle atlantic division,1
female,83,naturalized citizen,grade 1,east north central div,1
female,83,naturalized citizen,grade 1,west south central div,1
female,83,naturalized citizen,grade 2,new england division,1
female,83,naturalized citizen,grade 2,middle atlantic division,1
female,83,naturalized citizen,grade 2,east north central div,2
female,83,naturalized citizen,grade 3,middle atlantic division,3
female,83,naturalized citizen,grade 3,east north central div,1
female,83,naturalized citizen,grade 3,south atlantic division,3
female,83,naturalized citizen,grade 3,west south central div,5
female,83,naturalized citizen,grade 3,mountain division,1
female,83,naturalized citizen,grade 3,pacific division,8
female,83,naturalized citizen,grade 4,middle atlantic division,3
female,83,naturalized citizen,grade 4,east north central div,1
female,83,naturalized citizen,grade 4,south atlantic division,1
female,83,naturalized citizen,grade 4,west south central div,2
female,83,naturalized citizen,grade 4,pacific division,3
female,83,naturalized citizen,grade 5,new england division,2
female,83,naturalized citizen,grade 5,middle atlantic division,5
female,83,naturalized citizen,grade 5,east north central div,1
female,83,naturalized citizen,grade 5,south atlantic division,3
female,83,naturalized citizen,grade 5,east south central div,2
female,83,naturalized citizen,grade 5,west south central div,1
female,83,naturalized citizen,grade 5,pacific division,8
female,83,naturalized citizen,grade 6,new england division,2
female,83,naturalized citizen,grade 6,middle atlantic division,10
female,83,naturalized citizen,grade 6,east north central div,1
female,83,naturalized citizen,grade 6,west north central div,1
female,83,naturalized citizen,grade 6,south atlantic division,6
female,83,naturalized citizen,grade 6,west south central div,10
female,83,naturalized citizen,grade 6,mountain division,1
female,83,naturalized citizen,grade 6,pacific division,17
female,83,naturalized citizen,grade 7,new england division,1
female,83,naturalized citizen,grade 7,middle atlantic division,4
female,83,naturalized citizen,grade 7,east north central div,1
